production_id,machine_id,product_id,production_datetime,shift,planned_units,produced_units,defective_units
PR01634,M001,P007,2025-08-07 03:15:00,C,378,282,9
PR01635,M016,P004,2025-12-01 05:45:00,C,344,297,11
PR01636,M020,P010,2025-08-16 22:00:00,A,403,383,5
PR01637,M004,P007,2025-08-13 15:30:00,B,740,485,19
PR01638,M003,P005,2025-01-18 08:45:00,C,870,838,7
PR01639,M006,P002,2025-07-03 15:45:00,C,819,920,11
PR01640,M018,P005,2025-04-06 21:15:00,B,756,684,24
PR01641,M005,P012,2025-02-04 21:15:00,C,896,755,10
PR01642,M017,P011,2025-07-20 00:30:00,B,361,317,2
PR01643,M007,P004,2025-10-27 16:00:00,C,610,684,36
PR01644,M018,P014,2025-09-01 15:45:00,A,519,452,12
PR01645,M003,P010,2025-03-16 21:15:00,A,822,638,38
PR01646,M009,P007,2025-05-07 20:45:00,A,940,759,13
PR01647,M020,P014,2025-08-10 01:30:00,A,704,476,13
PR01648,M008,P010,2025-03-07 15:45:00,C,961,922,37
PR01649,M005,P013,2025-05-28 15:00:00,C,743,656,29
PR01650,M011,P005,2025-01-21 11:30:00,C,702,599,24
PR01651,M018,P015,2025-11-06 10:30:00,C,781,653,28
PR01652,M011,P009,2025-11-06 19:15:00,C,780,703,30
PR01653,M008,P006,2025-11-12 20:00:00,B,557,593,22
PR01654,M011,P009,2025-05-03 18:15:00,C,656,673,10
PR01655,M005,P013,2025-07-30 08:30:00,C,912,763,41
PR01656,M015,P010,2025-06-01 06:30:00,C,855,735,12
PR01657,M016,P006,2025-03-30 03:30:00,A,953,730,17
PR01658,M009,P010,2025-07-20 15:30:00,A,881,751,18
PR01659,M016,P008,2025-05-10 03:45:00,C,863,950,54
PR01660,M016,P010,2025-10-26 08:45:00,A,503,411,24
PR01661,M002,P001,2025-09-01 13:45:00,A,620,487,24
PR01662,M014,P004,2025-05-23 03:30:00,A,430,461,26
PR01663,M008,P004,2025-12-05 18:00:00,A,310,291,6
PR01664,M001,P009,2025-11-13 19:30:00,C,865,725,13
PR01665,M020,P005,2025-06-12 07:15:00,B,692,484,5
PR01666,M006,P015,2025-03-05 03:15:00,A,716,514,16
PR01667,M013,P008,2025-04-23 08:00:00,A,303,228,9
PR01668,M013,P014,2025-04-29 03:00:00,C,718,744,22
PR01669,M011,P001,2025-07-14 00:30:00,B,510,467,16
PR01670,M003,P010,2025-09-17 19:45:00,C,752,709,18
PR01671,M010,P015,2025-12-16 12:15:00,A,713,553,10
PR01672,M003,P008,2025-07-14 19:45:00,C,324,346,12
PR01673,M003,P007,2025-01-12 12:30:00,B,668,516,28
PR01674,M006,P003,2025-06-28 07:30:00,A,675,711,14
PR01675,M006,P002,2025-10-27 20:15:00,C,337,322,3
PR01676,M015,P003,2025-12-23 17:00:00,B,556,461,26
PR01677,M003,P010,2025-03-14 13:30:00,A,490,377,7
PR01678,M006,P004,2025-10-21 20:15:00,A,595,585,33
PR01679,M015,P009,2025-04-11 19:00:00,B,368,360,12
PR01680,M006,P013,2025-04-02 04:15:00,B,551,614,14
PR01681,M020,P014,2025-09-20 00:00:00,B,703,560,7
PR01682,M008,P003,2025-10-21 08:45:00,C,551,493,22
PR01683,M013,P009,2025-11-07 01:00:00,C,686,518,17
PR01684,M020,P010,2025-07-26 16:45:00,C,962,1061,26
PR01685,M020,P006,2025-07-27 08:45:00,B,470,360,6
PR01686,M011,P008,2025-03-01 19:45:00,A,691,591,15
PR01687,M005,P011,2025-01-09 06:45:00,B,953,899,42
PR01688,M009,P008,2025-07-22 07:15:00,B,316,344,19
PR01689,M005,P015,2025-08-27 22:45:00,C,680,670,5
PR01690,M014,P002,2025-02-21 09:30:00,C,354,308,17
PR01691,M007,P005,2025-05-31 11:45:00,C,341,387,9
PR01692,M002,P001,2025-03-26 00:00:00,C,449,414,15
PR01693,M011,P005,2025-04-22 20:30:00,B,324,261,6
PR01694,M017,P001,2025-01-27 16:00:00,C,748,784,23
PR01695,M009,P003,2025-10-08 23:00:00,A,457,445,13
PR01696,M010,P001,2025-04-11 02:45:00,A,582,537,4
PR01697,M007,P001,2025-04-10 13:15:00,A,727,760,28
PR01698,M006,P015,2025-03-25 01:30:00,C,794,772,13
PR01699,M016,P005,2025-09-10 03:00:00,C,985,911,54
PR01700,M019,P009,2025-10-13 17:30:00,C,946,879,30
PR01701,M010,P008,2025-05-23 19:15:00,C,531,513,29
PR01702,M008,P014,2025-07-27 01:30:00,A,563,438,6
PR01703,M019,P006,2025-05-08 14:15:00,B,400,352,10
PR01704,M003,P013,2025-02-11 07:15:00,B,938,837,47
PR01705,M004,P005,2025-01-30 13:45:00,A,742,567,32
PR01706,M008,P005,2025-09-07 15:45:00,A,902,720,21
PR01707,M003,P013,2025-11-09 05:30:00,C,463,376,4
PR01708,M005,P001,2025-01-05 04:45:00,A,804,800,45
PR01709,M012,P011,2025-08-30 05:00:00,C,436,389,22
PR01710,M019,P002,2025-02-14 01:15:00,A,617,474,3
PR01711,M010,P010,2025-11-11 00:15:00,C,474,513,10
PR01712,M009,P003,2025-02-06 19:30:00,C,441,292,11
PR01713,M006,P012,2025-12-25 16:00:00,B,808,755,39
PR01714,M014,P013,2025-08-20 11:30:00,A,600,565,28
PR01715,M019,P015,2025-06-08 21:30:00,A,515,428,4
PR01716,M011,P012,2025-03-17 03:45:00,B,429,348,3
PR01717,M019,P005,2025-10-24 07:45:00,C,745,693,29
PR01718,M003,P001,2025-04-18 15:00:00,A,672,500,8
PR01719,M015,P003,2025-05-10 12:15:00,B,809,777,41
PR01720,M006,P005,2025-12-29 13:30:00,B,880,896,14
PR01721,M009,P015,2025-02-17 15:30:00,A,451,358,12
PR01722,M020,P006,2025-04-03 13:00:00,B,309,325,14
PR01723,M017,P005,2025-01-02 03:45:00,C,813,676,35
PR01724,M002,P008,2025-07-20 16:15:00,C,745,785,35
PR01725,M019,P011,2025-10-30 17:30:00,A,851,891,5
PR01726,M019,P004,2025-08-31 13:45:00,B,923,862,48
PR01727,M008,P001,2025-05-16 09:00:00,A,534,482,3
PR01728,M009,P009,2025-08-19 07:45:00,C,302,247,14
PR01729,M018,P005,2025-08-02 00:30:00,A,914,830,29
PR01730,M014,P002,2025-05-01 12:30:00,B,481,442,7
PR01731,M010,P011,2025-11-28 07:45:00,B,321,294,4
PR01732,M010,P005,2025-08-01 05:45:00,C,508,475,12
PR01733,M008,P002,2025-12-21 17:00:00,B,378,454,2
PR01734,M018,P008,2025-04-02 03:45:00,C,645,444,21
PR01735,M018,P005,2025-03-04 15:30:00,C,385,345,17
PR01736,M017,P014,2025-01-10 19:00:00,C,364,295,7
PR01737,M004,P013,2025-10-01 06:45:00,C,946,782,36
PR01738,M019,P012,2025-07-26 06:15:00,C,494,495,16
PR01739,M011,P011,2025-02-04 23:15:00,B,972,1035,31
PR01740,M001,P011,2025-04-12 01:00:00,B,763,557,20
PR01741,M020,P009,2025-11-29 10:45:00,C,307,338,17
PR01742,M011,P002,2025-03-01 18:15:00,C,784,693,41
PR01743,M002,P005,2025-01-17 20:30:00,C,551,471,25
PR01744,M014,P002,2025-03-12 22:30:00,C,688,717,15
PR01745,M006,P012,2025-07-06 02:45:00,A,615,600,12
PR01746,M011,P006,2025-03-12 16:00:00,A,671,515,30
PR01747,M018,P013,2025-04-04 18:15:00,C,896,907,47
PR01748,M013,P013,2025-02-10 22:30:00,A,865,856,9
PR01749,M019,P001,2025-06-09 13:00:00,A,973,816,8
PR01750,M006,P010,2025-09-02 01:45:00,C,669,560,6
PR01751,M001,P008,2025-05-07 02:30:00,A,472,419,4
PR01752,M001,P011,2025-12-29 04:15:00,C,998,875,52
PR01753,M007,P014,2025-05-20 18:15:00,C,804,760,32
PR01754,M019,P005,2025-05-30 11:15:00,B,714,773,21
PR01755,M019,P004,2025-05-08 19:00:00,C,730,591,7
PR01756,M004,P011,2025-05-10 22:15:00,A,890,699,28
PR01757,M005,P004,2025-03-09 22:00:00,B,536,577,25
PR01758,M001,P007,2025-02-27 18:00:00,A,967,713,8
PR01759,M014,P007,2025-06-24 06:45:00,C,447,335,8
PR01760,M005,P004,2025-09-23 21:30:00,B,754,708,37
PR01761,M015,P003,2025-06-30 06:15:00,A,801,716,4
PR01762,M010,P003,2025-01-31 23:45:00,B,836,700,19
PR01763,M010,P011,2025-05-24 05:45:00,A,314,281,8
PR01764,M016,P004,2025-08-19 06:30:00,B,788,828,16
PR01765,M005,P002,2025-03-10 00:15:00,B,960,876,29
PR01766,M010,P012,2025-07-09 16:30:00,B,401,412,17
PR01767,M018,P014,2025-01-11 02:00:00,C,547,570,33
PR01768,M005,P001,2025-10-22 16:15:00,B,942,873,30
PR01769,M014,P005,2025-12-20 17:45:00,C,881,720,33
PR01770,M020,P010,2025-05-20 18:15:00,C,943,818,42
PR01771,M012,P008,2025-07-02 03:45:00,A,783,764,40
PR01772,M003,P002,2025-09-30 10:45:00,C,533,447,16
PR01773,M018,P008,2025-03-12 07:45:00,C,344,174,2
PR01774,M001,P015,2025-03-11 07:15:00,C,523,507,4
PR01775,M008,P010,2025-07-29 03:30:00,A,958,870,21
PR01776,M006,P011,2025-02-17 08:15:00,C,345,315,6
PR01777,M019,P005,2025-01-04 15:15:00,A,721,783,14
PR01778,M006,P001,2025-08-07 22:30:00,C,665,684,24
PR01779,M006,P004,2025-02-19 20:00:00,A,983,815,37
PR01780,M020,P003,2025-04-12 04:30:00,A,771,590,18
PR01781,M005,P012,2025-03-02 23:15:00,A,675,660,28
PR01782,M006,P011,2025-03-23 15:45:00,B,307,220,2
PR01783,M006,P005,2025-02-25 02:15:00,C,516,353,15
PR01784,M018,P011,2025-09-24 22:30:00,C,763,612,37
PR01785,M007,P015,2025-04-21 14:45:00,C,476,455,9
PR01786,M003,P014,2025-01-11 06:45:00,C,602,488,17
PR01787,M016,P007,2025-03-01 22:15:00,C,355,259,3
PR01788,M008,P013,2025-10-25 22:15:00,A,354,239,8
PR01789,M009,P006,2025-05-04 01:00:00,C,547,537,5
PR01790,M005,P013,2025-03-11 05:00:00,A,737,682,35
PR01791,M003,P012,2025-12-24 20:00:00,B,830,607,24
PR01792,M001,P013,2025-08-24 05:30:00,C,645,484,23
PR01793,M003,P012,2025-12-20 00:00:00,A,385,325,12
PR01794,M020,P001,2025-09-04 03:45:00,C,851,748,6
PR01795,M010,P005,2025-03-18 11:30:00,A,688,673,14
PR01796,M010,P008,2025-02-13 17:15:00,C,914,838,29
PR01797,M017,P007,2025-02-09 04:15:00,B,595,543,17
PR01798,M013,P006,2025-01-14 01:00:00,C,302,260,14
PR01799,M014,P003,2025-06-24 02:30:00,B,828,698,8
PR01800,M006,P013,2025-09-19 07:30:00,C,678,677,17
PR01801,M014,P010,2025-07-12 23:00:00,C,865,837,14
PR01802,M017,P003,2025-10-13 14:30:00,A,317,308,15
PR01803,M018,P015,2025-02-03 01:30:00,C,348,385,13
PR01804,M016,P015,2025-01-03 08:30:00,A,959,732,42
PR01805,M003,P003,2025-09-22 06:45:00,C,492,473,6
PR01806,M010,P007,2025-07-24 19:30:00,B,474,441,18
PR01807,M014,P004,2025-03-23 00:15:00,A,729,762,39
PR01808,M010,P011,2025-06-08 08:00:00,B,773,841,42
PR01809,M012,P006,2025-03-22 11:30:00,C,597,650,11
PR01810,M001,P011,2025-12-16 05:30:00,A,496,538,30
PR01811,M017,P009,2025-08-29 12:30:00,A,721,752,43
PR01812,M017,P003,2025-04-26 23:00:00,B,677,514,22
PR01813,M010,P011,2025-06-19 23:15:00,C,776,712,17
PR01814,M012,P004,2025-01-30 09:15:00,C,509,485,8
PR01815,M004,P012,2025-05-12 18:30:00,C,425,370,4
PR01816,M007,P004,2025-08-21 16:45:00,C,426,409,16
PR01817,M014,P014,2025-02-16 20:15:00,A,804,616,11
PR01818,M017,P014,2025-02-09 02:45:00,B,635,701,7
PR01819,M019,P002,2025-10-10 23:00:00,B,310,327,16
PR01820,M013,P006,2025-08-01 03:15:00,B,911,836,5
PR01821,M014,P015,2025-11-23 22:45:00,A,570,581,34
PR01822,M005,P015,2025-11-14 21:15:00,A,701,555,27
PR01823,M010,P004,2025-02-09 09:00:00,A,426,411,5
PR01824,M014,P004,2025-07-23 16:45:00,A,651,630,23
PR01825,M009,P015,2025-03-22 06:15:00,A,375,297,3
PR01826,M002,P014,2025-12-23 23:30:00,B,433,424,12
PR01827,M002,P009,2025-11-19 00:30:00,C,543,458,22
PR01828,M002,P004,2025-02-19 03:15:00,A,736,760,5
PR01829,M013,P003,2025-09-24 06:30:00,C,699,553,26
PR01830,M007,P005,2025-08-22 02:30:00,B,517,350,5
PR01831,M016,P007,2025-07-02 01:45:00,C,821,738,29
PR01832,M002,P002,2025-11-26 04:15:00,A,837,860,18
PR01833,M018,P012,2025-06-05 17:00:00,C,840,909,16
PR01834,M004,P001,2025-03-11 13:00:00,A,517,384,10
PR01835,M003,P013,2025-12-08 11:45:00,B,318,330,12
PR01836,M009,P010,2025-05-27 18:15:00,A,316,319,10
PR01837,M018,P011,2025-07-26 19:45:00,C,939,826,18
PR01838,M018,P013,2025-11-04 23:45:00,B,391,450,10
PR01839,M010,P010,2025-10-24 12:15:00,C,450,383,12
PR01840,M008,P005,2025-04-10 05:15:00,A,410,327,16
PR01841,M004,P008,2025-08-09 12:00:00,B,717,721,10
PR01842,M008,P009,2025-01-16 20:45:00,C,478,480,11
PR01843,M001,P014,2025-04-23 10:30:00,B,965,798,43
PR01844,M019,P010,2025-01-02 11:45:00,B,979,741,10
PR01845,M009,P002,2025-06-24 00:15:00,C,715,634,18
PR01846,M007,P001,2025-07-15 18:45:00,C,652,606,5
PR01847,M011,P010,2025-09-04 13:00:00,B,988,1051,52
PR01848,M019,P013,2025-03-03 08:15:00,B,573,455,6
PR01849,M017,P007,2025-09-18 08:00:00,C,330,367,2
PR01850,M013,P009,2025-07-20 12:00:00,A,356,321,19
PR01851,M003,P007,2025-02-08 02:15:00,C,926,846,6
PR01852,M011,P001,2025-01-29 19:30:00,B,382,302,12
PR01853,M012,P004,2025-07-28 05:15:00,C,896,921,7
PR01854,M013,P003,2025-05-24 08:00:00,A,807,671,25
PR01855,M003,P012,2025-08-18 04:45:00,B,721,667,24
PR01856,M020,P002,2025-11-17 15:45:00,B,348,355,13
PR01857,M005,P015,2025-01-12 12:30:00,B,368,406,4
PR01858,M004,P008,2025-07-03 22:15:00,C,507,464,27
PR01859,M020,P003,2025-02-10 14:00:00,A,509,539,6
PR01860,M011,P003,2025-07-14 03:15:00,B,732,577,19
PR01861,M010,P005,2025-09-11 17:30:00,B,685,526,22
PR01862,M013,P005,2025-10-31 01:15:00,C,892,759,10
PR01863,M004,P007,2025-01-23 03:45:00,B,582,515,22
PR01864,M017,P003,2025-10-01 03:15:00,A,774,776,25
PR01865,M006,P002,2025-02-08 00:15:00,C,954,654,23
PR01866,M016,P013,2025-04-10 08:45:00,C,475,443,11
PR01867,M008,P015,2025-12-18 19:45:00,A,539,552,28
PR01868,M015,P012,2025-09-21 05:30:00,A,718,506,9
PR01869,M013,P014,2025-09-10 22:45:00,B,712,726,32
PR01870,M018,P003,2025-05-01 12:15:00,A,315,267,1
PR01871,M012,P001,2025-12-04 05:15:00,B,529,491,29
PR01872,M003,P009,2025-10-04 14:00:00,C,571,513,7
PR01873,M018,P010,2025-03-31 02:15:00,C,635,645,37
PR01874,M018,P014,2025-12-16 08:15:00,A,740,687,24
PR01875,M018,P007,2025-03-23 04:00:00,C,638,694,12
PR01876,M010,P015,2025-11-03 22:30:00,C,819,859,35
PR01877,M002,P012,2025-06-22 23:00:00,C,962,694,23
PR01878,M015,P007,2025-08-14 02:30:00,B,483,429,15
PR01879,M020,P002,2025-04-11 17:15:00,C,326,312,3
PR01880,M018,P003,2025-11-18 21:45:00,C,806,768,25
PR01881,M002,P013,2025-10-22 13:45:00,C,457,496,8
PR01882,M008,P006,2025-09-30 10:00:00,A,708,704,30
PR01883,M020,P006,2025-12-23 08:00:00,C,979,948,25
PR01884,M018,P003,2025-08-22 18:00:00,C,331,405,6
PR01885,M005,P006,2025-06-25 11:30:00,C,557,399,11
PR01886,M019,P014,2025-05-31 05:15:00,B,949,1003,43
PR01887,M006,P005,2025-07-20 07:15:00,A,859,988,23
PR01888,M016,P003,2025-12-17 21:30:00,B,491,410,10
PR01889,M020,P013,2025-07-19 05:15:00,C,713,766,18
PR01890,M012,P006,2025-07-09 03:15:00,A,816,672,30
PR01891,M016,P013,2025-11-27 15:30:00,C,695,732,17
PR01892,M004,P015,2025-05-28 08:15:00,C,307,240,9
PR01893,M011,P010,2025-09-20 18:00:00,A,415,418,7
PR01894,M011,P005,2025-05-18 01:00:00,B,672,522,11
PR01895,M014,P008,2025-02-25 10:30:00,C,507,380,20
PR01896,M001,P010,2025-09-26 03:15:00,B,736,615,14
PR01897,M015,P007,2025-03-18 22:00:00,C,590,629,15
PR01898,M005,P013,2025-09-28 03:45:00,B,874,639,29
PR01899,M013,P003,2025-01-04 08:30:00,A,432,303,14
PR01900,M019,P009,2025-06-19 17:45:00,B,726,534,12
PR01901,M011,P012,2025-08-19 17:45:00,C,586,505,12
PR01902,M011,P013,2025-05-24 17:30:00,C,902,822,21
PR01903,M014,P006,2025-11-11 09:15:00,A,814,698,41
PR01904,M008,P010,2025-03-11 00:00:00,C,343,246,5
PR01905,M011,P014,2025-04-29 02:15:00,B,434,462,5
PR01906,M007,P011,2025-02-05 06:00:00,C,631,436,3
PR01907,M013,P007,2025-08-06 17:15:00,C,998,732,25
PR01908,M008,P007,2025-11-14 22:45:00,B,447,467,24
PR01909,M006,P015,2025-11-23 14:30:00,B,958,832,43
PR01910,M018,P013,2025-05-28 06:00:00,A,838,651,32
PR01911,M010,P010,2025-03-10 06:00:00,A,429,382,2
PR01912,M016,P003,2025-01-31 12:00:00,A,392,408,11
PR01913,M015,P003,2025-10-11 14:30:00,A,324,299,13
PR01914,M018,P011,2025-06-29 15:45:00,B,628,476,28
PR01915,M017,P014,2025-09-05 04:45:00,C,458,501,20
PR01916,M006,P012,2025-08-21 12:15:00,B,404,337,12
PR01917,M007,P015,2025-03-03 20:45:00,C,479,347,17
PR01918,M019,P010,2025-12-02 18:15:00,C,329,254,4
PR01919,M019,P002,2025-04-20 23:45:00,C,475,499,21
PR01920,M012,P012,2025-06-05 07:15:00,A,542,503,12
PR01921,M015,P012,2025-10-23 17:15:00,C,627,564,18
PR01922,M019,P006,2025-09-10 07:15:00,B,702,613,35
PR01923,M019,P008,2025-05-10 18:45:00,A,925,959,37
PR01924,M008,P011,2025-04-06 18:15:00,C,750,608,5
PR01925,M018,P015,2025-08-28 16:45:00,C,415,314,4
PR01926,M004,P003,2025-05-05 04:15:00,B,328,270,13
PR01927,M016,P010,2025-07-23 23:00:00,C,861,689,32
PR01928,M012,P011,2025-08-27 16:45:00,C,657,637,27
PR01929,M002,P004,2025-07-02 05:15:00,A,952,925,52
PR01930,M019,P006,2025-05-23 09:15:00,A,697,635,32
PR01931,M003,P001,2025-08-24 02:30:00,A,466,527,30
PR01932,M003,P005,2025-11-26 18:15:00,A,900,858,36
PR01933,M016,P002,2025-09-02 08:15:00,A,358,338,9
PR01934,M013,P001,2025-12-18 18:45:00,C,395,374,4
PR01935,M015,P007,2025-03-19 23:15:00,B,418,371,16
PR01936,M003,P002,2025-12-05 04:00:00,A,417,427,20
PR01937,M005,P012,2025-07-15 12:00:00,B,432,500,3
PR01938,M007,P001,2025-12-05 23:45:00,B,554,451,18
PR01939,M010,P013,2025-10-20 06:45:00,C,689,530,16
PR01940,M018,P011,2025-02-23 04:30:00,B,480,351,7
PR01941,M020,P005,2025-11-17 16:15:00,B,645,636,8
PR01942,M013,P014,2025-03-07 00:15:00,A,675,713,17
PR01943,M001,P013,2025-12-02 00:15:00,A,982,874,32
PR01944,M012,P009,2025-04-28 14:00:00,B,445,415,12
PR01945,M003,P015,2025-10-04 11:45:00,C,614,657,13
PR01946,M012,P010,2025-03-21 00:15:00,A,793,886,25
PR01947,M003,P007,2025-09-03 07:45:00,B,584,423,19
PR01948,M017,P011,2025-10-30 00:45:00,A,533,401,21
PR01949,M010,P001,2025-06-25 10:30:00,A,462,450,8
PR01950,M016,P010,2025-01-31 03:00:00,C,930,745,41
PR01951,M012,P006,2025-08-20 11:45:00,B,615,549,26
PR01952,M009,P008,2025-08-06 05:15:00,B,557,531,6
PR01953,M007,P001,2025-01-02 03:00:00,C,868,689,8
PR01954,M003,P008,2025-07-31 17:15:00,A,402,396,8
PR01955,M004,P003,2025-08-05 16:00:00,C,857,667,17
PR01956,M007,P009,2025-01-16 23:00:00,A,650,665,20
PR01957,M010,P006,2025-07-29 14:00:00,C,552,401,23
PR01958,M007,P001,2025-05-22 15:30:00,A,504,478,7
PR01959,M014,P010,2025-10-17 13:15:00,B,657,567,16
PR01960,M007,P010,2025-09-12 00:15:00,B,423,384,9
PR01961,M003,P009,2025-03-22 14:30:00,A,747,759,19
PR01962,M013,P007,2025-03-12 22:45:00,B,319,241,14
PR01963,M019,P008,2025-02-21 09:30:00,C,941,879,7
PR01964,M019,P004,2025-08-28 03:30:00,C,338,183,8
PR01965,M006,P001,2025-10-10 02:30:00,B,887,640,6
PR01966,M016,P015,2025-11-09 19:00:00,B,903,868,44
PR01967,M004,P014,2025-11-07 16:45:00,B,954,800,23
PR01968,M004,P003,2025-07-15 19:30:00,A,404,366,10
PR01969,M011,P007,2025-09-06 09:00:00,A,796,708,10
PR01970,M020,P008,2025-04-18 23:30:00,A,896,854,10
PR01971,M007,P008,2025-02-04 22:30:00,A,469,537,7
PR01972,M006,P011,2025-09-21 14:15:00,C,408,236,2
PR01973,M003,P004,2025-12-04 00:30:00,B,397,443,26
PR01974,M015,P001,2025-12-17 22:45:00,C,450,444,4
PR01975,M013,P015,2025-10-03 16:30:00,B,977,909,53
PR01976,M012,P009,2025-06-05 17:15:00,C,464,398,12
PR01977,M001,P005,2025-04-30 18:45:00,C,819,740,6
PR01978,M006,P014,2025-01-24 13:45:00,A,627,540,5
PR01979,M006,P009,2025-07-14 18:00:00,B,606,609,6
PR01980,M017,P003,2025-12-12 18:30:00,B,469,466,13
PR01981,M004,P005,2025-07-20 18:45:00,A,980,925,16
PR01982,M018,P011,2025-10-25 13:00:00,A,663,626,20
PR01983,M013,P006,2025-04-01 15:30:00,A,990,1015,24
PR01984,M020,P015,2025-08-24 18:45:00,B,486,359,3
PR01985,M014,P001,2025-12-26 20:30:00,B,924,737,42
PR01986,M018,P006,2025-08-20 16:30:00,A,455,322,2
PR01987,M018,P003,2025-07-17 04:15:00,A,664,619,12
PR01988,M017,P004,2025-09-15 18:15:00,C,572,571,20
PR01989,M020,P010,2025-01-22 13:15:00,A,564,547,19
PR01990,M004,P010,2025-08-06 00:00:00,C,391,408,7
PR01991,M001,P006,2025-05-08 11:15:00,A,509,516,23
PR01992,M011,P013,2025-05-08 01:30:00,C,628,593,6
PR01993,M014,P006,2025-01-12 05:30:00,C,585,552,21
PR01994,M013,P014,2025-01-17 06:30:00,A,580,424,15
PR01995,M018,P011,2025-08-29 23:45:00,A,366,384,13
PR01996,M004,P005,2025-10-07 17:00:00,A,710,649,23
PR01997,M006,P015,2025-08-15 08:45:00,B,829,870,20
PR01998,M020,P013,2025-11-17 12:30:00,A,859,764,32
PR01999,M003,P006,2025-12-24 18:45:00,B,933,841,30
PR02000,M005,P012,2025-10-29 08:30:00,C,975,758,9
PR02001,M002,P006,2025-12-14 05:00:00,A,789,852,46
PR02002,M020,P009,2025-02-06 15:00:00,C,732,787,7
PR02003,M019,P005,2025-07-22 06:45:00,B,621,553,6
PR02004,M020,P011,2025-07-10 19:00:00,C,688,608,5
PR02005,M013,P007,2025-10-21 09:15:00,C,605,532,11
PR02006,M014,P005,2025-05-21 23:45:00,A,741,656,5
PR02007,M001,P010,2025-01-08 09:30:00,B,733,718,25
PR02008,M001,P007,2025-06-07 10:15:00,A,496,499,25
PR02009,M014,P006,2025-05-05 11:30:00,C,714,753,11
PR02010,M012,P004,2025-05-29 01:00:00,A,706,602,23
PR02011,M015,P007,2025-01-05 22:45:00,B,464,492,7
PR02012,M020,P002,2025-12-22 21:45:00,B,618,548,26
PR02013,M017,P014,2025-01-15 03:00:00,B,481,410,23
PR02014,M018,P001,2025-10-01 16:45:00,A,361,259,14
PR02015,M006,P010,2025-08-31 18:45:00,C,792,791,42
PR02016,M014,P013,2025-07-03 14:00:00,B,579,509,30
PR02017,M009,P004,2025-03-26 20:45:00,C,377,308,5
PR02018,M013,P014,2025-09-03 10:15:00,C,740,638,24
PR02019,M005,P002,2025-01-25 14:30:00,C,950,826,12
PR02020,M009,P001,2025-10-13 22:15:00,A,815,673,13
PR02021,M007,P014,2025-12-13 13:30:00,A,612,576,26
PR02022,M010,P013,2025-02-27 04:15:00,C,457,521,31
PR02023,M013,P013,2025-11-11 23:45:00,A,998,1046,31
PR02024,M016,P003,2025-05-05 21:30:00,A,960,813,37
PR02025,M018,P001,2025-04-09 17:45:00,A,473,506,3
PR02026,M007,P001,2025-11-07 12:15:00,B,342,258,11
PR02027,M008,P015,2025-11-08 07:30:00,B,858,803,14
PR02028,M015,P008,2025-01-07 01:00:00,C,827,655,35
PR02029,M012,P005,2025-05-27 16:00:00,B,735,633,35
PR02030,M016,P010,2025-08-07 01:15:00,C,847,902,39
PR02031,M011,P004,2025-04-22 14:00:00,C,315,255,11
PR02032,M009,P014,2025-11-02 03:15:00,C,849,688,22
PR02033,M020,P001,2025-07-17 19:45:00,B,900,831,39
PR02034,M005,P005,2025-06-11 15:15:00,B,790,527,27
PR02035,M005,P015,2025-04-30 01:00:00,A,912,888,13
PR02036,M008,P010,2025-10-13 20:15:00,A,906,786,26
PR02037,M006,P009,2025-03-19 03:45:00,C,330,318,11
PR02038,M004,P001,2025-01-26 22:15:00,A,471,287,2
PR02039,M002,P015,2025-04-28 05:00:00,A,316,196,5
PR02040,M010,P004,2025-09-18 20:45:00,B,695,525,18
PR02041,M008,P011,2025-07-16 02:30:00,A,363,385,22
PR02042,M018,P011,2025-10-29 16:00:00,A,794,695,33
PR02043,M002,P001,2025-04-10 10:30:00,A,718,685,33
PR02044,M009,P006,2025-01-09 14:45:00,C,486,316,16
PR02045,M013,P007,2025-10-29 12:45:00,B,376,324,9
PR02046,M003,P012,2025-02-17 02:00:00,A,962,823,21
PR02047,M019,P005,2025-12-27 07:30:00,C,301,289,11
PR02048,M014,P007,2025-08-29 01:00:00,C,676,671,31
PR02049,M020,P008,2025-04-14 09:15:00,A,686,581,8
PR02050,M019,P002,2025-09-28 07:45:00,B,871,781,42
PR02051,M012,P008,2025-09-28 21:45:00,A,929,755,22
PR02052,M001,P002,2025-10-19 14:45:00,A,323,325,6
PR02053,M006,P007,2025-08-09 22:30:00,A,765,753,38
PR02054,M003,P013,2025-06-04 02:00:00,B,885,721,9
PR02055,M005,P008,2025-07-04 10:30:00,B,420,319,13
PR02056,M018,P003,2025-07-17 19:15:00,B,376,298,13
PR02057,M011,P009,2025-02-17 19:45:00,C,441,395,22
PR02058,M005,P002,2025-02-08 14:00:00,C,570,576,14
PR02059,M005,P001,2025-06-27 21:30:00,C,681,625,30
PR02060,M001,P012,2025-03-14 04:30:00,A,808,797,35
PR02061,M015,P003,2025-02-02 20:45:00,A,524,581,33
PR02062,M020,P006,2025-03-11 08:45:00,C,481,412,23
PR02063,M006,P012,2025-05-24 00:00:00,B,391,305,10
PR02064,M018,P015,2025-08-20 07:00:00,B,439,410,4
PR02065,M002,P002,2025-01-04 15:00:00,A,360,408,19
PR02066,M004,P014,2025-10-22 11:00:00,C,925,708,22
PR02067,M015,P001,2025-02-14 10:15:00,C,737,594,10
